ensemblID	Young1	Young2	Young3	Young4	Young5	Old1	Old2	Old3	Old4	Old5	Old6
ENSMUSG00000027411	1028.11	934.37	991.43	869.00	892.26	878.74	895.02	926.18	890.56	931.24	930.80
ENSMUSG00000078787	15.55	16.97	25.12	13.99	16.22	19.72	13.05	14.22	16.38	19.50	20.40
ENSMUSG00000021071	5169.34	4677.20	5134.24	4153.56	4474.13	4481.18	4292.46	4975.78	4452.81	4813.17	4236.83
ENSMUSG00000016503	140.76	141.14	124.39	128.51	111.85	128.17	126.56	113.77	125.22	131.64	120.52
ENSMUSG00000045662	14.78	25.91	21.45	25.35	24.76	16.02	24.79	24.00	19.89	23.40	18.54
ENSMUSG00000030978	346.07	388.58	389.71	410.02	378.25	391.92	335.31	378.65	362.78	368.59	367.13
ENSMUSG00000031730	307.19	329.62	318.63	313.86	272.38	303.18	314.43	273.77	300.75	315.94	268.86
ENSMUSG00000029577	2458.29	2296.61	2461.42	2273.05	2075.69	2070.51	2319.75	2160.79	2285.50	2303.22	2221.32
ENSMUSG00000020898	699.93	738.74	756.75	660.93	625.01	680.31	677.14	612.42	722.05	697.21	632.28
ENSMUSG00000026200	183.54	177.76	144.61	177.47	203.21	141.73	178.74	191.10	145.11	205.75	150.19
ENSMUSG00000074922	280.75	277.81	265.32	238.67	292.87	274.84	240.06	251.54	273.84	244.75	287.40
ENSMUSG00000071750	13.22	11.61	14.09	8.74	9.39	11.09	10.44	9.78	11.70	9.75	14.83
ENSMUSG00000027296	4664.62	4039.40	4828.47	4114.21	4001.95	4001.76	4138.50	3998.04	4170.78	4426.05	4270.20
ENSMUSG00000020868	510.17	510.95	523.29	427.51	461.07	457.24	451.43	417.76	475.12	480.73	543.28
ENSMUSG00000030543	13.22	10.72	9.80	8.74	11.95	13.56	7.83	5.33	11.70	9.75	16.69
ENSMUSG00000031993	2072.56	2033.10	2189.36	2095.57	1927.97	1970.69	1906.16	2014.13	2003.47	2019.47	2006.23
ENSMUSG00000047238	630.71	667.28	733.46	663.55	695.03	692.64	687.58	599.08	660.02	675.76	598.90
ENSMUSG00000040859	1189.87	1163.05	1256.75	1202.09	1184.28	1136.32	1195.10	1174.17	1142.17	1159.41	1114.37
ENSMUSG00000004994	183.54	200.99	183.21	178.35	182.72	191.03	167.00	177.77	197.77	175.52	155.75
ENSMUSG00000017119	3656.72	3626.70	3559.47	3690.20	3696.28	3556.85	3564.44	3527.84	3456.93	3424.61	3519.25
ENSMUSG00000022797	1945.79	2765.59	2123.18	2330.75	2738.27	2498.17	2293.66	2383.01	2235.18	2019.47	2301.05
ENSMUSG00000051853	31474.10	30642.08	30981.90	30349.55	29641.09	28112.15	28951.25	31623.49	28797.58	31888.24	27327.07
ENSMUSG00000040669	942.57	904.89	901.36	940.69	913.61	782.60	862.41	943.07	856.63	905.88	966.03
ENSMUSG00000074457	1068.55	1071.04	966.31	1000.14	1014.36	981.03	1041.15	846.18	1022.80	1024.85	1001.26
ENSMUSG00000015289	169.54	161.68	136.64	167.86	170.77	149.13	147.43	145.77	156.81	156.99	176.15
ENSMUSG00000095687	17.89	22.33	15.32	22.73	17.08	16.02	16.96	15.11	16.38	21.45	24.10
ENSMUSG00000031585	217.75	257.26	253.68	279.76	268.96	278.53	240.06	233.77	271.50	242.80	198.40
ENSMUSG00000036054	2039.12	1866.95	1992.05	1712.65	1701.71	1803.07	1578.68	1979.47	1801.02	1785.44	1796.71
ENSMUSG00000003531	811.14	676.21	738.98	665.30	686.49	670.45	721.50	572.42	717.36	725.49	734.26
ENSMUSG00000000881	4755.61	4831.73	5131.17	4796.13	4843.84	4770.81	4578.19	4939.34	4718.46	4673.73	4414.83
ENSMUSG00000019464	235.64	217.96	184.44	213.32	228.83	184.87	203.53	216.88	181.39	256.46	192.84
ENSMUSG00000005505	223.20	202.77	214.46	193.21	171.62	200.89	163.09	209.77	193.09	182.35	215.09
ENSMUSG00000040621	97.21	93.79	106.01	77.81	83.68	92.43	80.89	96.88	91.28	82.88	85.29
ENSMUSG00000005881	1794.14	1696.33	1770.24	1770.35	1638.52	1630.53	1667.40	1489.71	1749.53	1845.89	1622.42
ENSMUSG00000026270	552.16	498.45	571.70	520.18	472.17	539.81	504.92	401.76	546.51	540.21	489.51
ENSMUSG00000030826	189.76	208.13	177.70	198.45	146.01	151.59	194.40	165.33	174.37	195.02	179.86
ENSMUSG00000002372	1424.74	1290.79	1389.72	1299.13	1232.09	1312.56	1189.88	1183.06	1335.26	1374.91	1266.41
ENSMUSG00000009112	1079.44	1022.80	1147.68	996.64	1019.49	1015.54	1030.71	939.51	1022.80	1072.63	1006.83
ENSMUSG00000021079	344.52	352.84	338.85	343.58	333.00	342.62	360.10	319.99	346.39	310.09	292.96
ENSMUSG00000002812	1150.99	1037.09	1053.32	1059.59	1030.59	1038.95	1008.53	942.18	1075.46	1024.85	1079.14
ENSMUSG00000033060	2545.40	2448.47	2769.63	2381.45	2718.63	2547.47	2352.37	2908.32	2428.27	2351.00	2239.86
ENSMUSG00000025967	2250.65	2249.27	2185.07	2383.20	2284.03	2155.55	2328.89	2025.69	2208.27	2160.86	2234.30
ENSMUSG00000021277	1709.37	1534.65	1798.42	1401.42	1617.18	1366.79	1611.30	1646.15	1371.54	1719.13	1583.48
ENSMUSG00000097815	24.11	21.44	22.67	23.60	33.30	22.18	26.09	24.89	21.06	28.28	18.54
ENSMUSG00000030058	6653.96	6400.33	7123.23	6184.44	6008.48	6222.63	6022.49	6181.06	6388.41	6408.46	6129.96
ENSMUSG00000038370	1492.40	1523.04	1109.69	2174.26	2049.22	1433.34	1793.96	1508.38	1502.60	1694.75	1678.04
ENSMUSG00000039176	874.91	876.30	860.91	813.05	771.87	804.79	806.30	788.41	812.16	838.60	791.74
ENSMUSG00000021484	1946.57	1817.82	1914.85	2112.19	2059.46	1787.05	1912.69	1783.03	1846.66	2038.97	2002.53
ENSMUSG00000067367	155.54	165.26	158.09	174.85	163.08	161.45	147.43	161.77	156.81	173.57	127.94
ENSMUSG00000033809	171.09	172.40	153.80	225.56	138.32	158.99	140.91	167.99	163.84	186.25	170.59
ENSMUSG00000025173	1021.89	1078.19	1111.53	1006.26	999.85	989.66	1089.42	890.63	998.23	997.54	1075.43
ENSMUSG00000097090	24.89	27.69	12.87	13.11	23.91	11.09	11.74	42.66	11.70	19.50	16.69
ENSMUSG00000001445	858.58	941.51	901.36	796.44	829.08	822.04	803.69	802.63	839.07	872.73	856.64
ENSMUSG00000078308	12.44	7.15	15.32	13.11	11.10	13.56	13.05	11.56	11.70	12.68	3.71
ENSMUSG00000004054	460.40	483.26	517.16	507.94	414.11	403.01	486.65	415.09	421.29	494.38	539.57
ENSMUSG00000028039	1042.89	979.92	1224.28	931.07	858.96	982.26	904.16	948.40	1033.33	986.82	958.62
ENSMUSG00000077450	941.01	1017.44	917.90	1006.26	913.61	891.06	936.77	923.51	902.26	949.76	919.68
ENSMUSG00000061360	310.30	301.93	298.41	341.83	276.64	285.93	310.52	269.32	285.54	313.99	300.38
ENSMUSG00000041130	552.94	496.66	465.69	479.09	491.81	420.26	495.79	516.42	431.82	515.84	480.24
ENSMUSG00000002012	1380.41	1392.62	1618.89	1173.24	1059.62	1310.09	1243.38	1064.84	1364.51	1378.81	1279.39
ENSMUSG00000036923	46.66	48.24	40.44	50.71	36.72	40.67	50.88	47.11	31.60	40.95	44.50
ENSMUSG00000032562	3562.62	3518.62	3512.90	3328.27	3336.81	3148.91	3512.25	2988.31	3385.54	3417.78	3474.75
ENSMUSG00000059146	1154.10	1149.65	1120.72	896.11	1080.11	1030.33	906.77	1139.50	1036.84	1102.86	1003.12
ENSMUSG00000056851	2982.46	2851.34	2818.65	2961.96	2815.97	2740.97	2749.00	2717.21	2777.01	2842.46	2823.93
ENSMUSG00000040430	1499.40	1747.25	1531.26	1790.46	1788.80	1549.19	1544.76	1709.26	1535.37	1560.19	1737.38
ENSMUSG00000009281	125.99	107.19	83.33	132.01	134.05	110.92	82.20	88.00	122.88	128.72	139.06
ENSMUSG00000018932	160.98	145.60	180.76	174.85	179.31	155.29	177.44	167.10	176.71	153.09	137.21
ENSMUSG00000041229	551.39	564.55	617.65	609.35	625.01	553.37	534.93	639.08	562.89	607.50	506.19
ENSMUSG00000030539	361.63	362.67	405.64	300.74	316.78	297.02	319.65	340.43	312.46	379.32	370.84
ENSMUSG00000059552	319.63	328.73	342.53	324.35	314.21	297.02	284.42	375.09	280.86	327.64	304.09
ENSMUSG00000004815	643.93	656.56	646.45	479.96	530.24	515.16	550.58	618.64	528.95	587.99	610.03
ENSMUSG00000021120	101.10	118.81	105.39	125.02	135.76	120.78	92.63	114.66	111.17	124.81	103.83
ENSMUSG00000013465	1024.22	945.98	1039.23	928.45	886.29	920.64	922.42	831.96	944.39	1027.77	921.53
ENSMUSG00000039768	1210.87	1120.17	1130.52	1015.00	1031.44	1038.95	1047.67	1052.40	1062.59	1101.88	1049.47
ENSMUSG00000022551	2889.14	2609.26	2853.58	2685.69	2419.79	2505.57	2551.99	2324.34	2712.65	2719.60	2718.24
ENSMUSG00000002320	579.38	540.43	512.26	512.31	502.06	492.98	527.10	475.53	518.42	534.36	504.34
ENSMUSG00000019916	857.80	806.63	1004.30	1024.62	933.25	883.67	975.91	901.29	887.05	867.85	815.84
ENSMUSG00000032649	146.21	128.63	172.80	125.89	136.61	156.52	135.69	143.10	124.05	133.59	127.94
ENSMUSG00000059772	258.19	216.17	232.23	238.67	224.56	235.40	216.58	225.77	255.12	203.80	211.38
ENSMUSG00000038563	301.75	313.54	330.27	316.48	283.48	298.25	288.34	313.76	296.07	290.58	294.82
ENSMUSG00000030605	3343.31	2657.50	3526.99	3165.65	2763.03	2892.56	2849.46	2620.33	3082.45	3269.56	3109.48
ENSMUSG00000053754	2202.43	2241.23	2338.26	1988.04	2253.29	2112.42	1912.69	2375.01	2108.80	2070.17	2124.90
ENSMUSG00000031988	2963.02	3008.56	3146.47	2947.09	2966.24	2848.19	2854.68	2833.65	2881.16	2947.78	2994.52
ENSMUSG00000059003	1124.55	1066.57	1241.43	776.33	1192.82	1037.72	887.19	1136.84	1052.06	1113.58	991.99
ENSMUSG00000074500	42.77	35.73	36.77	48.96	28.18	34.51	30.01	40.00	33.94	44.86	35.23
ENSMUSG00000041977	1847.03	1861.59	1895.24	1611.24	1840.88	1666.27	1660.88	1806.14	1768.25	1852.72	1676.19
ENSMUSG00000035953	1165.76	1077.29	1134.20	1080.57	980.21	1045.12	999.40	997.29	1056.74	1048.25	1142.18
ENSMUSG00000064068	570.83	570.80	604.17	477.34	537.07	515.16	486.65	530.64	528.95	607.50	508.05
ENSMUSG00000054702	20.22	23.23	19.00	24.48	18.78	19.72	26.09	23.11	18.72	15.60	16.69
ENSMUSG00000018411	10659.87	10341.47	10413.70	10117.68	9580.95	9567.50	9494.29	9895.56	9999.81	10112.93	9862.44
ENSMUSG00000007338	577.05	589.56	640.94	683.66	599.40	635.94	630.17	523.53	610.87	596.77	569.24
ENSMUSG00000019689	251.20	255.48	238.36	220.31	227.12	231.70	228.32	159.10	262.14	262.31	233.63
ENSMUSG00000086245	12.44	15.19	9.19	12.24	11.95	12.32	11.74	14.22	17.55	4.88	7.42
ENSMUSG00000002844	1471.40	1332.77	1533.71	1468.74	1284.18	1348.30	1396.03	1211.50	1373.88	1438.30	1420.31
ENSMUSG00000002781	328.97	303.71	343.75	275.39	288.60	297.02	272.68	279.10	337.03	298.39	296.67
ENSMUSG00000038759	557.61	611.00	609.07	526.30	563.54	563.23	545.36	599.08	541.83	494.38	565.53
ENSMUSG00000003166	1637.05	1566.81	1754.92	1591.13	1522.40	1577.53	1587.82	1435.49	1600.91	1593.34	1522.29
ENSMUSG00000056755	1136.21	1040.67	1058.22	906.60	958.86	974.87	966.78	1051.51	946.73	968.29	969.74
ENSMUSG00000007603	779.25	671.74	643.39	611.10	647.21	631.01	572.76	668.41	635.45	709.88	639.70
ENSMUSG00000025220	4292.88	4472.64	4587.66	4878.31	4453.64	4372.73	4352.47	4683.35	4156.74	4172.52	4409.27
ENSMUSG00000063535	28.77	33.05	39.22	35.84	32.45	32.04	23.48	38.22	33.94	35.10	29.67
ENSMUSG00000033174	4147.45	3590.97	3794.76	3974.34	3963.53	3537.13	3563.13	3740.28	3747.15	3854.63	4012.47
ENSMUSG00000041375	559.94	524.35	526.97	535.91	531.94	494.21	502.31	574.20	513.74	538.26	441.30
ENSMUSG00000005078	871.02	871.84	882.97	927.58	859.82	824.51	885.89	801.74	833.22	850.30	910.41
ENSMUSG00000026142	213.09	242.08	186.89	271.89	272.38	216.91	229.63	229.32	228.20	231.10	224.36
ENSMUSG00000033845	487.61	471.65	462.01	464.23	491.81	438.75	468.39	463.09	445.87	450.50	476.53
ENSMUSG00000027641	32.66	47.34	31.25	32.35	39.28	25.88	37.84	48.89	28.09	39.00	24.10
ENSMUSG00000049354	6250.34	6579.88	7047.86	5574.21	5843.69	5866.46	5743.28	5927.74	5965.95	6443.57	6120.68
ENSMUSG00000062661	8218.68	7831.36	8691.87	7604.22	7322.54	6943.62	7663.80	7801.43	7432.28	7932.57	7950.77
ENSMUSG00000031748	13488.34	13440.24	13242.15	13608.56	12808.47	12769.40	12662.10	13453.63	12704.26	12827.65	12291.43
ENSMUSG00000063049	405.18	441.28	437.50	484.33	445.71	509.00	407.07	358.21	463.42	406.62	407.92
ENSMUSG00000001910	1993.23	1912.51	1952.84	1913.73	1782.82	1848.67	1774.39	1782.14	1858.36	1975.58	1763.34
ENSMUSG00000068923	18294.50	18343.44	18728.72	18597.02	18016.05	17343.02	17913.51	17267.68	17659.12	17884.60	17981.94
ENSMUSG00000046058	684.37	693.18	772.07	702.90	630.13	685.24	649.74	606.20	699.81	689.41	695.32
ENSMUSG00000021671	629.16	620.83	707.73	624.21	617.33	654.43	605.38	608.86	619.06	617.25	584.07
ENSMUSG00000053329	1309.64	1271.13	1320.48	1213.46	1185.13	1159.73	1235.55	1019.51	1254.51	1280.33	1325.75
ENSMUSG00000037262	118.99	176.87	166.67	182.72	175.04	177.47	169.61	158.22	167.35	146.27	118.67
ENSMUSG00000060098	805.69	765.54	822.31	742.24	652.33	733.31	708.45	671.08	760.66	742.06	760.22
ENSMUSG00000021338	526.50	537.75	476.72	441.50	513.16	474.49	451.43	535.09	462.25	481.71	457.99
ENSMUSG00000020823	5327.21	5052.37	5580.32	5239.37	5276.74	5000.04	5156.17	5073.55	5111.66	5112.53	5069.36
ENSMUSG00000029198	763.70	735.17	818.63	775.46	726.62	748.10	758.03	731.52	763.00	679.66	732.41
ENSMUSG00000005054	286.97	296.57	309.44	309.48	332.14	315.51	301.39	252.43	340.54	287.66	270.71
ENSMUSG00000097718	17.11	14.29	8.58	8.74	14.52	16.02	13.05	9.78	14.04	10.73	7.42
ENSMUSG00000050587	1750.59	1999.15	1880.53	1997.66	2097.89	1999.03	1904.86	1990.13	1889.96	1628.44	1783.73
ENSMUSG00000026279	333.63	317.11	343.14	368.06	322.75	311.81	356.18	289.76	308.95	327.64	359.71
ENSMUSG00000000605	4016.80	4249.32	4432.64	4298.68	4328.97	4173.07	4052.39	3959.82	4095.88	3997.98	4323.97
ENSMUSG00000030269	268.30	236.72	264.10	249.16	231.39	256.35	238.76	201.77	287.88	228.18	231.77
ENSMUSG00000037902	7574.75	7511.57	7869.56	7682.90	7035.65	7344.16	7054.50	7275.23	7443.98	7169.05	7120.09
ENSMUSG00000050538	237.20	242.08	261.64	264.90	278.35	260.05	213.97	273.77	225.86	251.58	248.46
ENSMUSG00000029404	641.60	583.31	550.86	551.65	531.09	533.65	521.88	523.53	562.89	560.69	598.90
ENSMUSG00000059149	1220.98	1257.73	1272.68	1246.68	1413.96	1207.80	1184.67	1261.28	1194.83	1256.92	1281.25
ENSMUSG00000048731	55.99	49.13	41.67	45.46	35.01	38.21	44.36	48.00	39.79	39.00	53.77
ENSMUSG00000005683	5603.29	5584.77	5887.92	5468.43	5234.90	5104.80	5153.56	5255.77	5190.07	5603.99	5714.62
ENSMUSG00000042428	4339.54	4067.98	4443.67	3927.13	4001.95	4039.97	3801.89	3804.28	4077.16	4079.88	4157.10
ENSMUSG00000085071	45.88	56.28	57.60	44.59	38.42	39.44	56.10	50.66	47.98	48.76	33.38
ENSMUSG00000034247	598.83	596.71	599.27	538.54	544.75	532.42	553.19	525.31	596.83	556.79	558.11
ENSMUSG00000071547	188.98	181.34	144.61	178.35	185.28	176.24	180.05	136.88	179.05	183.32	152.04
ENSMUSG00000045973	1619.16	1741.89	1731.63	1698.67	1771.72	1615.74	1634.79	1668.37	1573.99	1679.15	1694.73
ENSMUSG00000074918	1099.66	1182.70	1338.86	1423.28	1302.11	1142.48	1236.85	1216.83	1179.61	1279.35	1255.29
ENSMUSG00000033713	314.97	309.07	289.22	326.97	333.00	290.86	305.30	323.54	269.16	299.36	320.78
ENSMUSG00000021466	708.48	699.44	652.58	654.81	723.20	659.36	626.26	649.75	665.87	682.58	673.07
ENSMUSG00000031157	981.45	890.60	947.93	933.70	887.14	884.90	892.41	911.07	869.50	955.61	815.84
ENSMUSG00000024912	104.21	95.58	106.01	101.41	89.65	89.97	92.63	97.77	92.45	94.59	109.40
ENSMUSG00000073067	16.33	25.91	22.67	22.73	19.64	22.18	15.66	20.44	23.41	21.45	18.54
ENSMUSG00000085408	72.33	83.97	78.43	84.80	85.38	91.20	90.02	73.77	80.75	50.71	83.44
ENSMUSG00000031365	518.72	596.71	514.71	663.55	622.45	579.25	538.84	498.64	552.36	549.97	645.26
ENSMUSG00000001054	1011.78	882.56	999.40	833.16	888.85	839.30	938.08	775.97	880.03	957.56	936.37
ENSMUSG00000055862	246.53	226.00	200.37	202.83	172.48	191.03	219.19	204.44	194.26	221.35	168.73
ENSMUSG00000053861	22.55	16.97	12.87	13.11	16.22	19.72	16.96	17.78	12.87	14.63	9.27
ENSMUSG00000005882	992.34	964.74	986.53	1001.89	938.37	977.33	918.51	884.41	995.89	932.21	921.53
ENSMUSG00000019852	1970.68	2134.04	2180.78	1546.55	2095.33	1949.73	1720.90	2050.58	1872.40	1936.58	1894.98
ENSMUSG00000035139	286.19	264.41	267.16	271.02	257.86	241.56	251.81	269.32	248.09	275.96	259.59
ENSMUSG00000022711	265.97	286.74	232.23	254.41	236.51	232.93	228.32	291.54	239.90	222.33	246.61
ENSMUSG00000028948	400.51	414.48	436.28	434.50	352.64	378.36	339.22	408.87	410.76	407.60	400.51
ENSMUSG00000039983	814.25	914.72	967.53	931.07	856.40	840.53	893.72	832.85	816.84	871.75	921.53
ENSMUSG00000021023	137.65	115.23	134.81	140.75	134.91	126.94	108.29	130.66	128.73	132.62	137.21
ENSMUSG00000020372	3155.11	2961.21	3044.15	3145.55	3107.13	2946.78	2944.70	2652.33	3030.95	3076.49	3116.89
ENSMUSG00000005899	770.70	728.91	622.55	640.82	560.97	670.45	538.84	752.86	614.38	618.22	623.01
ENSMUSG00000020890	125.21	163.47	128.06	132.89	134.05	120.78	125.25	145.77	127.56	140.42	116.81
ENSMUSG00000052214	1139.32	1036.20	1112.76	1077.07	1050.22	1011.84	1005.92	1049.73	1081.31	1035.57	1058.74
ENSMUSG00000056679	390.40	371.60	394.00	361.06	315.92	338.92	332.70	387.54	358.10	351.04	337.46
ENSMUSG00000037325	281.53	324.26	304.54	311.23	310.80	287.16	301.39	327.10	276.18	306.19	248.46
ENSMUSG00000070319	1049.89	916.50	1009.81	996.64	933.25	902.15	953.73	902.18	931.52	1002.42	964.18
ENSMUSG00000024642	1281.64	1365.82	1416.07	1353.34	1262.83	1361.86	1291.65	1218.61	1323.56	1252.05	1249.72
ENSMUSG00000058153	7199.90	6924.68	7781.32	6102.26	6630.93	6735.33	6537.84	6822.81	6772.25	6941.85	6052.08
ENSMUSG00000023994	328.19	321.58	373.17	398.66	354.34	315.51	382.28	365.32	333.52	336.41	304.09
ENSMUSG00000027650	436.29	462.72	473.04	397.78	421.80	411.64	430.55	433.76	424.80	398.82	430.17
ENSMUSG00000029777	2840.14	2809.36	2868.90	2673.45	2681.91	2687.97	2683.76	2534.11	2650.62	2676.69	2770.16
ENSMUSG00000022364	117.43	119.70	100.49	99.66	117.83	107.22	96.55	120.88	91.28	106.29	113.11
ENSMUSG00000056305	631.49	652.09	659.32	639.08	601.96	629.78	591.03	577.75	654.17	587.02	639.70
ENSMUSG00000032267	335.96	361.78	350.49	312.98	333.00	337.69	296.17	375.98	312.46	317.89	298.52
ENSMUSG00000004187	8409.99	7386.51	7843.21	6827.01	6896.47	6524.58	7244.99	7184.57	7129.18	7638.08	7283.26
ENSMUSG00000047371	206.09	204.56	199.14	191.46	169.91	170.08	189.18	171.55	189.58	206.72	192.84
ENSMUSG00000083992	65.33	64.32	69.24	90.05	75.14	70.25	70.45	72.89	62.02	73.13	66.75
ENSMUSG00000042817	154.76	139.35	139.71	120.65	107.58	123.24	96.55	145.77	120.54	148.22	122.38
ENSMUSG00000038542	537.39	544.01	574.76	491.33	534.50	495.44	493.18	567.97	516.08	523.64	480.24
ENSMUSG00000024969	1983.90	1890.17	1912.39	1852.53	1780.26	1682.29	1820.05	1871.03	1782.30	1846.87	1841.21
ENSMUSG00000068742	2892.25	2683.40	2917.92	2648.97	2658.86	2503.10	2592.44	2666.55	2645.94	2771.28	2716.39
ENSMUSG00000052751	668.04	602.07	538.00	615.47	540.48	565.69	545.36	573.31	553.53	588.97	580.36
ENSMUSG00000041353	130.65	105.41	117.04	83.93	87.95	112.15	95.24	105.77	100.64	87.76	105.69
ENSMUSG00000006058	713.15	627.08	711.40	693.28	662.58	661.82	664.09	627.53	658.85	688.43	621.15
ENSMUSG00000017858	549.05	612.79	555.76	628.58	682.22	562.00	598.86	581.31	574.59	586.04	574.80
ENSMUSG00000040722	9313.68	8886.32	9331.58	8596.49	8339.47	8564.29	8424.44	8295.63	8780.41	8786.77	8336.44
ENSMUSG00000038740	2844.03	2787.92	2759.83	2584.28	2552.98	2339.19	2669.41	2444.34	2517.21	2763.48	2851.75
ENSMUSG00000084998	15.55	17.87	12.87	11.37	20.49	20.95	7.83	20.44	15.21	8.78	14.83
ENSMUSG00000024970	403.62	386.79	442.41	408.27	374.84	388.22	357.49	375.09	401.40	417.35	381.96
ENSMUSG00000027239	183.54	221.53	180.15	188.84	198.94	165.15	204.84	152.88	195.43	211.60	189.13
ENSMUSG00000039715	522.61	476.12	509.20	462.48	477.30	436.29	478.82	407.09	475.12	506.09	528.44
ENSMUSG00000022706	362.41	351.06	352.33	367.18	343.24	357.41	337.92	318.21	349.91	325.69	367.13
ENSMUSG00000020232	283.86	255.48	242.04	278.89	239.08	228.00	262.24	267.54	229.37	282.78	211.38
ENSMUSG00000038866	605.05	594.92	674.03	647.82	542.19	586.65	551.89	649.75	579.28	581.17	572.95
ENSMUSG00000074766	172.65	157.22	205.88	190.59	187.85	189.80	156.56	170.66	176.71	172.60	192.84
ENSMUSG00000034928	2771.71	2550.31	2581.52	2641.98	2488.95	2456.27	2493.28	2486.11	2473.91	2642.56	2436.41
ENSMUSG00000029710	128.32	146.50	113.36	134.63	120.39	104.76	150.04	109.33	107.66	143.34	122.38
ENSMUSG00000036850	461.95	445.75	490.81	485.21	454.24	435.05	489.26	435.54	434.16	463.18	435.73
ENSMUSG00000030086	864.02	794.12	838.86	864.63	740.28	812.18	785.43	631.08	828.54	850.30	819.55
ENSMUSG00000024613	356.18	414.48	455.89	372.43	359.47	368.50	399.24	376.87	399.06	355.92	356.00
ENSMUSG00000015869	610.49	627.97	576.60	616.35	508.89	517.63	568.85	546.64	578.10	569.47	608.17
ENSMUSG00000028960	2350.19	2303.76	2461.42	2215.35	2108.13	2177.74	2238.86	2251.46	2142.73	2170.61	2187.95
ENSMUSG00000039703	1511.06	1491.77	1579.06	1423.28	1503.61	1384.04	1423.43	1454.16	1461.65	1479.25	1440.71
ENSMUSG00000074227	734.92	744.99	544.74	910.09	877.75	629.78	848.05	623.08	668.21	844.45	763.93
ENSMUSG00000032534	528.83	519.89	471.82	517.56	529.38	470.80	476.21	542.20	464.59	476.83	517.32
ENSMUSG00000023938	481.39	454.68	452.82	417.02	350.93	421.50	384.89	369.76	444.70	422.23	445.01
ENSMUSG00000049680	1608.27	1506.06	1612.76	1468.74	1410.55	1349.53	1513.45	1436.38	1432.39	1522.16	1507.46
ENSMUSG00000060376	769.14	694.08	719.37	716.01	682.22	650.73	688.88	628.42	675.24	754.74	730.55
ENSMUSG00000004667	923.90	924.54	939.96	934.57	892.26	865.18	880.67	820.41	944.39	974.14	813.99
ENSMUSG00000039611	1488.51	1445.32	1689.35	1460.87	1334.55	1444.43	1419.51	1296.83	1445.26	1461.70	1481.50
ENSMUSG00000036377	2077.22	1875.88	2256.76	1441.64	1838.32	1888.11	1750.90	1843.47	1852.51	1738.63	1841.21
ENSMUSG00000044317	81.66	70.57	42.28	71.69	46.11	53.00	50.88	57.78	63.19	59.48	74.17
ENSMUSG00000021400	1125.32	1112.13	1179.54	1223.95	1011.80	1063.60	1094.64	1002.62	1080.14	1178.92	1084.70
ENSMUSG00000032086	2560.95	2593.18	2701.62	2424.29	2442.84	2384.79	2422.82	2380.34	2466.89	2504.10	2492.03
ENSMUSG00000047617	437.06	397.51	438.73	458.98	402.16	412.87	396.63	367.09	430.65	421.25	437.59
ENSMUSG00000017801	373.29	365.35	472.43	420.51	379.96	393.15	337.92	404.43	387.35	384.20	411.63
ENSMUSG00000062381	1233.42	1211.28	1265.94	1228.32	1196.23	1148.64	1217.28	1036.40	1226.42	1151.61	1303.50
ENSMUSG00000029050	3642.72	3717.82	3918.54	3695.45	3885.83	3453.32	3556.61	3602.51	3577.46	3812.70	3695.40
ENSMUSG00000043668	157.87	220.64	227.33	203.70	204.07	245.26	183.96	178.66	216.50	170.65	168.73
ENSMUSG00000039917	1487.73	1397.98	1541.68	1404.92	1367.85	1343.37	1418.21	1331.50	1371.54	1423.67	1409.19
ENSMUSG00000002496	2816.03	2486.88	2758.60	2241.57	2384.78	2346.58	2328.89	2574.11	2382.63	2542.13	2414.16
ENSMUSG00000026335	4296.77	4301.13	4714.50	4173.66	4041.23	4227.30	4103.28	3923.38	4180.14	4068.18	4281.33
ENSMUSG00000086968	1919.35	1816.93	1847.44	1884.88	1861.37	1784.59	1744.38	1963.47	1733.14	1726.93	1763.34
